date,location1,location2,location3,location4,location5,location6,location7,location8,location9,location10,location11,location12,location13,location14,location15,location16,location17,location18,location19,location20,location21,location22,location23,location24
5/13/2015,0.86,1.3,5.79,4.11,0.65,0.52,2.39,1.41,7.01,7.79,3.64,6.37,0.52,2.52,5.07,6.95,0.35,1.92,3.93,4.98,4.94,1.23,0.92,3.14
5/14/2015,0.13,0.54,3.3,8.49,0.29,0.32,1.01,0.16,4.93,6.29,5.03,6.88,0.12,2.13,4.57,8.19,0.38,2.51,7.08,2.15,2.55,0.92,1.1,0.65
5/15/2015,0.55,0.54,0.89,0,0.28,0.26,0.9,0.92,0.84,0.36,0,0.16,0.29,0.3,0.38,0.04,0.16,0.02,0,1.46,1.36,0.31,0.12,1.66
5/16/2015,0,0,0.32,0.03,0,0,0,0,0.04,0.22,0,0.02,0,0,0,0.1,0,0,0,0.07,0,0,0,0
5/17/2015,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.08,0,0,0,0,0
5/18/2015,0.02,0.13,0.01,1.52,0.1,0.43,0.13,0.01,0.15,0.09,2.84,0.77,0.01,0.7,0.96,0.5,1.29,2.27,2.34,0.01,0.2,0.58,1.76,0.02
5/19/2015,0.05,0.01,0,0.02,0.02,0,0,0.02,0,0,0,0,0.07,0,0,0,0,0,0.02,0,0,0,0,0
5/20/2015,0.01,0,0.24,0,0,0,0.01,0.03,0.05,0.08,0,0.01,0,0,0,0.01,0,0,0,0.18,0.03,0,0,0.11
5/21/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/22/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/23/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/2015,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
5/25/2015,0,0,0,0.25,0,0,0,0,0,0,0.02,0.01,0,0,0,0.03,0,0,0.09,0,0,0,0,0
5/26/2015,0,0,0,0.22,0,0.02,0,0,0,0,0.15,0.02,0,0.03,0.02,0.03,0.14,0.16,0.2,0,0,0.03,0.16,0
5/27/2015,0.06,0.02,0,0,0.04,0,0,0.02,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0
5/28/2015,0.13,0.02,0,0,0.11,0.05,0.01,0.07,0,0,0,0,0.26,0,0,0,0.01,0,0,0.01,0,0.01,0,0.03
5/29/2015,1.81,0.92,0.15,0.01,1.24,0.41,0.57,1.2,0.12,0.05,0.01,0.03,2.44,0.17,0.07,0.01,0.07,0.02,0,0.27,0.26,0.3,0.05,0.54
5/30/2015,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
5/31/2015,0.07,0.13,0.21,0.47,0.07,0.13,0.2,0.1,0.41,0.3,0.93,0.56,0.04,0.35,0.6,0.37,0.27,0.65,0.76,0.26,0.38,0.22,0.44,0.21
6/1/2015,0.49,0.64,1.46,0.93,0.28,0.18,1.19,0.77,2.32,1.81,1.19,2.08,0.28,1.04,1.94,1.58,0.07,0.58,1.24,1.79,2.12,0.49,0.23,1.57
6/2/2015,0.85,0.35,0.01,0.3,0.32,0.12,0.24,0.81,0.04,0.02,0.38,0.16,0.64,0.14,0.19,0.11,0.04,0.26,0.38,0.08,0.09,0.16,0.13,0.31
6/3/2015,0.01,0.09,0.33,0.1,0.09,0.81,0.12,0.01,0.06,0.38,0.1,0.04,0,0.38,0.02,0.23,1.64,0.51,0.04,0.05,0,0.54,1.29,0
6/4/2015,0.92,1.81,2.45,2.57,1.7,1.91,1.64,0.9,1.58,2.6,1.63,1.73,0.84,2.04,1.64,2.57,1.77,2.1,1.75,1.2,1.33,2.24,1.88,0.8
6/5/2015,0,0,0,0.11,0,0,0,0,0,0,0.01,0.01,0,0,0,0.01,0.03,0,0.05,0,0,0,0,0
6/6/2015,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
6/7/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/2015,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
6/9/2015,0,0,0.1,0.23,0,0,0,0,0.08,0.19,0.02,0.11,0,0,0.01,0.26,0,0,0.12,0.04,0.01,0,0,0
6/10/2015,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11/2015,4.97,10.41,2.49,3.67,9.69,14.23,9.38,4.76,4.11,3.9,6.75,4.83,4.51,12.72,7.68,4.42,15.07,12.22,4.09,2.51,6.18,14.9,15.1,3.47
6/12/2015,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.12,0,0,0,0,0
6/13/2015,0.05,0.3,0.3,5.85,0.21,0.68,0.38,0.05,0.9,0.88,6.2,3.1,0.04,1.54,2.69,2.94,1.75,4.12,6.68,0.15,0.76,1.08,2.81,0.13
6/14/2015,0.42,0.1,2.72,1.29,0.13,0.01,0.18,0.35,0.61,1.09,0.11,0.26,1.23,0.06,0.13,0.7,0,0.03,0.3,1.57,0.34,0.02,0,0.75
6/15/2015,9.96,8.41,18.32,11.79,8.53,5.11,9.47,10.12,18.26,20.12,7.69,15.9,10.64,7.62,12.02,18.2,2.9,4.92,10.21,17.72,13.92,5.86,3.59,13.76
6/16/2015,0.04,0.01,0.02,0,0.1,0.06,0,0,0,0,0,0,0.35,0,0,0,0.02,0,0,0,0,0.01,0.01,0
6/17/2015,0.16,0.1,0.25,0,0.14,0.06,0.09,0.17,0.12,0.1,0,0.03,0.21,0.03,0.03,0.02,0.01,0,0,0.28,0.11,0.04,0.01,0.24
6/18/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
6/20/2015,0,0,0,1.33,0,0,0,0,0,0,0.02,0.07,0,0,0,0.29,0,0.01,0.45,0,0,0,0,0
6/21/2015,0.01,0.05,3.5,2.27,0.03,0.05,0.09,0.03,0.87,2.78,1.3,1.46,0.01,0.28,0.74,2.54,0.04,0.47,2.09,0.86,0.27,0.11,0.14,0.11
6/22/2015,0,0,0.9,0.2,0,0,0,0,0.11,0.66,0.01,0.05,0,0,0,0.32,0,0,0.07,0.14,0,0,0,0
6/23/2015,1.25,1.64,0.87,2.52,2.27,3.1,1.39,1.09,0.96,2.03,0.96,1.09,1.49,1.45,1.1,2.86,3.06,1.22,0.98,0.7,1.02,1.99,1.87,0.75
6/24/2015,8.34,4.77,9.43,5.95,5,2.62,4.03,6.47,5.56,8.12,2.19,4.98,9.45,2.43,2.45,7.36,2.15,2.17,4.1,6.21,3.42,2.63,2.28,4.67
6/25/2015,0.11,0.06,3.53,6.3,0.05,0.01,0.07,0.16,0.87,2.3,0.44,0.65,0.09,0.03,0.11,2.21,0,0.1,2.43,1.47,0.21,0.01,0,0.37
6/26/2015,0,0,0.07,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0.06,0,0,0,0.02
6/27/2015,0.01,0,0.08,0,0,0,0,0.02,0.01,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.03
6/28/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
6/29/2015,0.05,0,0,0.44,0.05,0,0,0,0,0,0.01,0,0.67,0,0,0.1,0,0,0.05,0,0,0,0,0
6/30/2015,4.29,3.18,7.64,8.23,5.38,2.53,1.87,2.67,5.09,10.41,2.1,5.62,7.01,1.27,2.06,11.02,0.99,1.17,4.62,3.58,1.88,1.67,0.94,1.49
7/1/2015,0.09,0.03,0.01,0.09,0.03,0.24,0.03,0.03,0.01,0,0.91,0.05,0.21,0.26,0.17,0.01,1.33,1.41,0.31,0.02,0.02,0.27,1.54,0.03
7/2/2015,1.28,0.68,1.22,0.05,0.59,0.21,0.72,1.36,0.71,0.53,0.13,0.2,1.1,0.24,0.23,0.14,0.18,0.12,0.1,1.55,0.78,0.22,0.12,1.57
7/3/2015,2.13,1.16,7.57,0.01,0.48,0.11,2.19,4.05,3.84,2.63,0.02,0.69,1.03,0.6,0.77,0.38,0.02,0.05,0.01,9.65,3.75,0.33,0.03,8.31
7/4/2015,0.01,0.01,0.84,0.09,0.01,0,0.08,0.03,0.63,0.99,0.12,0.49,0.02,0.09,0.37,0.52,0,0.03,0.12,0.33,0.31,0.01,0,0.07
7/5/2015,0,0,1.67,2.15,0,0,0,0,0.17,1.11,0.01,0.15,0,0,0,0.95,0,0,0.56,0.31,0,0,0,0.01
7/6/2015,9.47,7.66,8.75,16.49,5.39,2.67,7.26,9.55,6.16,6.13,9.07,8.59,6.72,5.1,6.61,9.76,1.82,4.72,14.37,8.25,6.62,4.28,2.73,8.43
7/7/2015,27.75,19.69,21.6,11.35,23.53,14.13,20.97,26.5,29.25,23.21,14.54,24.75,32.64,14.2,23.07,19.16,7.41,8.09,14.94,27.34,27.25,11.51,5.83,27.59
7/8/2015,0,0,2.44,0.29,0,0,0.01,0.02,0.31,1.7,0,0.12,0,0,0.01,0.83,0.02,0,0.03,0.52,0.03,0,0,0.06
7/9/2015,0.01,0,2.66,7.42,0,0,0.09,0.12,1.87,3.7,0.43,2.1,0,0.05,0.26,5.28,0,0.1,2.97,1.52,0.4,0,0.01,0.53
7/10/2015,6.67,14.94,0.95,22.43,13.28,20.74,13.73,6.3,5.86,3.49,27.99,14.91,5.88,21.96,18.59,11.51,24.29,28.44,26.42,1.92,10.04,23.52,28.34,4.3
7/11/2015,9.86,6.61,18.93,17.92,4.69,3.39,8.64,11.96,16.18,20.17,9.38,14.69,7.22,6.12,9.52,20.52,5.02,7.38,12.95,18.02,12.01,4.51,6.26,15.56
7/12/2015,0.49,1.13,19.15,10.64,0.74,1.04,1.55,0.83,6.65,16.83,5.51,6.46,0.33,2.46,3.93,13.18,1.13,3.35,7.18,6.8,2.84,1.73,2.08,2.07
7/13/2015,0,0,0.78,0.4,0,0,0.01,0.01,0.2,0.46,0.01,0.09,0,0,0.02,0.31,0.06,0,0.08,0.25,0.05,0,0,0.05
7/14/2015,0,0,0,0.01,0.01,0.04,0,0,0,0,0.01,0,0,0,0,0,0.12,0,0.02,0,0,0,0.01,0
7/15/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2015,0,0,0.24,0.48,0,0,0,0.01,0.03,0.17,0,0.02,0,0,0,0.23,0,0,0.04,0.11,0.01,0,0,0.05
7/17/2015,0.29,1.11,26.25,38.01,0.68,2.14,2.38,0.86,20.25,39.37,22.68,26.68,0.19,6.05,13.14,44.72,5.15,14.28,29.17,12.14,6.96,3.59,9.23,3.19
7/18/2015,1.17,1.82,5.31,9.21,1.65,3.5,1.79,1.17,2.36,6.27,5.11,3.07,1,2.87,1.66,7.57,9.4,5.96,5.39,1.97,1.14,3.34,8.68,1.12
7/19/2015,0.66,0.68,0.69,0.92,1.37,1.11,0.27,0.31,0.52,1.12,2.93,0.7,1.62,1.35,1.39,1.15,1.53,4.9,1.09,0.36,0.52,1.34,3.45,0.16
7/20/2015,0,0.03,1.85,2,0.05,0.63,0.05,0.02,0.12,0.42,2.12,0.15,0.01,0.67,0.39,0.29,3.81,3.91,1.17,0.69,0.02,0.67,4.3,0.08
7/21/2015,0.15,0.18,2.13,5.43,0.11,0.33,0.29,0.24,1.07,1.5,2.49,1.39,0.1,0.68,1.25,2.43,0.92,1.83,3.5,1.63,0.58,0.48,1.36,0.6
7/22/2015,0.52,0.31,0.82,3.25,0.12,0.05,0.63,1.02,1.14,0.72,1.83,1.86,0.24,0.33,0.88,1.58,0.05,0.58,3.55,1.57,1.18,0.13,0.16,2.03
7/23/2015,0.83,0.85,2.66,15.17,1.05,1.03,1.02,0.82,3.52,4.9,8.02,7.14,1.16,2.01,4.28,9.26,1.43,4.14,12.65,1.91,1.98,1.28,2.37,1.11
7/24/2015,0.93,0.92,1.64,11.75,0.66,0.39,1.18,0.87,3.21,4.07,6.23,6.52,0.85,1.7,3.96,8.19,0.37,2.51,9.78,1.33,2.08,0.81,0.99,1.01
7/25/2015,5.3,6.78,4.95,8.91,5.5,6.63,7.02,5.87,6.59,7.26,4.61,7.2,3.86,6.81,6.23,8.67,5.97,4.72,6.61,5.19,6.46,7.28,5.73,5.66
7/26/2015,1.86,3.94,0.72,30.59,3.53,5.94,3.9,1.56,4.39,4.16,23.53,14.68,1.98,9.05,12.17,15.41,8.57,16.32,29.7,1,4.39,7.67,12.14,1.36
7/27/2015,0.15,0.07,0.71,0.04,0.02,0.05,0.17,0.31,0.47,0.37,0.15,0.21,0.07,0.12,0.23,0.14,0.26,0.3,0.08,0.82,0.4,0.07,0.28,0.66
7/28/2015,0.04,0.05,0.2,0.94,0.02,0.03,0.09,0.06,0.26,0.39,0.36,0.27,0.03,0.07,0.14,0.51,0.11,0.16,0.56,0.16,0.16,0.05,0.14,0.12
7/29/2015,0.06,0.05,0,0.02,0.18,0.09,0.02,0.03,0,0,0,0,0.22,0.01,0,0,0.04,0,0,0,0,0.03,0.01,0
7/30/2015,8.2,5.33,0.98,0.02,7.07,2.7,3.2,5.54,0.75,0.46,0.05,0.22,10.89,1.02,0.43,0.12,0.56,0.13,0.03,1.43,1.36,1.93,0.3,2.41
7/31/2015,8.67,8.57,4.73,0.89,11.93,10.08,6.5,7.11,3.8,2.92,3.64,2.42,12.38,5.91,4.04,1.46,8.27,5.7,1.9,5.32,4.72,7.82,7.17,5.21
8/1/2015,10.02,9.36,4.63,4.53,9.69,11.09,8.91,10.26,3.85,3.03,4.72,3.06,9.48,8.36,4.72,3.38,11.92,8.06,3.7,6.74,6.19,9.78,10.14,9.3
8/2/2015,15.56,15.43,24.45,5.38,13.3,13.06,16.92,19.02,18.43,15.96,6.69,9.95,12.47,13.62,12,9.17,11.35,9.83,5.18,29.24,19.05,14.06,11.39,26.27
8/3/2015,2.29,3.14,3.78,1,2.17,3.15,3.66,3.45,2.62,2.49,2.52,1.64,1.38,3.75,2.61,1.55,3.45,3.99,1.26,4.22,3.49,3.95,4.16,5.39
8/4/2015,0,0,0.04,0.1,0,0,0,0,0.03,0.07,0,0.04,0,0,0.01,0.11,0.01,0.01,0.04,0.03,0.01,0,0,0.01
8/5/2015,0.15,0.24,3.32,5.37,0.09,0.06,0.7,0.36,4,5.51,1.9,4.61,0.08,0.83,2.4,6.44,0.02,0.61,3.74,2.39,2.01,0.23,0.14,1.1
8/6/2015,0.01,0.01,5.44,6.85,0,0.02,0.19,0.13,2.8,5.74,1.44,3.55,0,0.28,1.19,6.65,0.04,0.44,3.93,2.42,0.83,0.04,0.11,0.57
8/7/2015,0.04,0.1,0.02,1.34,0.06,0.07,0.12,0.04,0.13,0.07,1.11,0.59,0.02,0.32,0.53,0.46,0.04,0.47,1.52,0.04,0.16,0.17,0.16,0.09
8/8/2015,0,0.04,0.87,3.4,0.03,0.14,0.06,0.01,0.46,1.08,2.2,1.39,0,0.44,0.87,2.01,0.82,1.53,2.88,0.2,0.2,0.25,1.15,0.03
8/9/2015,0.01,0.05,0.47,1.34,0.03,0.19,0.08,0.01,0.32,0.57,1.04,0.83,0.01,0.28,0.61,0.98,0.26,0.89,1.33,0.14,0.19,0.24,0.57,0.04
8/10/2015,0,0.03,0.04,0.22,0.02,0.42,0.04,0,0,0.02,1.96,0.09,0,0.47,0.22,0.04,2.92,2.75,0.76,0.01,0,0.46,3.19,0
8/11/2015,0,0.07,0.02,1.68,0.12,0.15,0.06,0,0.18,0.11,0.9,0.57,0.03,0.46,0.74,0.52,0.1,0.64,0.93,0.01,0.21,0.26,0.29,0.01
8/12/2015,0.28,1.52,10.5,38.17,1.05,3.82,2.1,0.45,7.46,11.67,38.96,19.91,0.22,8.45,15.8,22.38,10.49,25.1,41.43,4.78,4.53,5.86,16.99,1.4
8/13/2015,0.38,0.5,5.98,7.48,0.17,0.08,1.3,0.76,6.73,9.24,2.42,7.12,0.22,1.31,3.45,10.14,0.24,0.79,5.06,4.48,3.22,0.37,0.34,2.14
8/14/2015,5.17,5.87,0.54,0.74,5.78,6.81,4.7,3.77,1.29,0.72,3.72,1.61,5.73,6.01,3.42,0.79,7.41,6.65,1.72,0.84,2.66,7.24,7.71,1.81
8/15/2015,2.48,1.92,7.05,11.39,2.76,3.05,1.94,2.88,4.49,8.91,2.26,5.15,2.46,1.34,1.86,11.22,3.22,1.59,5.87,5.04,2.24,1.52,1.77,3.52
8/16/2015,0.29,0.28,1.8,2.09,0.12,0.07,0.63,0.57,2.54,2.3,0.71,2.4,0.15,0.45,1.2,2.21,0.07,0.21,1.67,1.94,1.44,0.15,0.04,1.33
8/17/2015,0,0,0.72,1.11,0,0,0.02,0.01,0.3,1.07,0.07,0.34,0,0.02,0.07,1.22,0,0.02,0.43,0.15,0.08,0,0,0.04
8/18/2015,0,0,6.19,4.09,0,0,0.14,0.09,3.39,6.55,0.22,2.36,0,0.11,0.54,5.18,0,0.05,1.21,2.93,0.67,0,0,0.46
8/19/2015,0.04,0.06,2.16,5.39,0.01,0.01,0.26,0.2,2.08,4.24,1.25,3.61,0.01,0.33,1.19,6.42,0,0.31,3.59,1.26,0.91,0.05,0.03,0.77
8/20/2015,0.16,0.29,3.61,5.36,0.14,0.11,0.62,0.28,3.64,6.36,1.37,4.22,0.1,0.74,1.81,7.16,0.04,0.52,3.28,1.92,1.5,0.3,0.16,0.7
8/21/2015,1.06,2.23,4.88,9.7,4.43,6.78,1.98,1.18,3.65,6.39,8.41,5.06,1.96,3.31,4.19,8.52,8.74,7.16,7.84,3.1,2.5,3.71,6.76,1.64
8/22/2015,0,0.02,6.59,6.27,0.01,0.02,0.25,0.09,4.88,9.19,1.68,5.63,0,0.44,1.76,8.75,0.01,0.45,4.39,2.58,1.12,0.06,0.07,0.42
8/23/2015,2.1,0.88,0.57,0.06,0.77,0.16,0.88,2.09,0.4,0.2,0.05,0.08,1.83,0.18,0.15,0.04,0.02,0.02,0.08,0.99,0.69,0.18,0.02,1.63
8/24/2015,1.64,1.26,0.24,0.01,1.44,0.69,1.02,1.4,0.23,0.13,0.1,0.09,1.78,0.43,0.2,0.04,0.22,0.16,0.03,0.33,0.5,0.57,0.2,0.73
8/25/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/26/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/2015,0.39,0,0,0.01,0,0,0,0.04,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0.01
8/28/2015,8.99,10.67,0.22,0.35,13.08,11.47,7.75,6.48,1.26,0.32,4.08,1.57,12.58,8.5,4.38,0.37,9.88,8.05,1.47,0.74,3.66,10.91,10.04,2.49
8/29/2015,0,0,0.5,0,0,0,0,0.01,0.04,0.08,0,0,0,0,0,0,0.02,0,0,0.22,0,0,0,0.03
8/30/2015,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
8/31/2015,0,0,0,0.15,0,0.02,0,0,0,0,0.29,0.05,0,0.03,0.06,0.03,0.11,0.21,0.24,0,0,0.03,0.16,0
9/1/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
9/2/2015,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/2015,0,0.01,0,0.11,0.01,0.1,0.01,0,0,0,0.5,0.03,0,0.11,0.08,0.01,0.6,0.66,0.25,0,0,0.12,0.7,0
9/4/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2015,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.05,0,0,0,0,0
9/6/2015,0.04,0.28,0.06,4.68,0.2,0.69,0.33,0.04,0.68,0.51,6.73,2.75,0.03,1.51,2.67,2.09,1.66,4.33,6.46,0.08,0.65,1.08,2.85,0.09
9/7/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2015,4.47,9.53,0.16,0.41,8.82,13.05,8.29,4.09,1.65,0.38,5.53,2.22,4.08,11.6,6.17,0.51,14.03,11.41,1.91,0.77,4.61,13.9,14.3,2.32
9/10/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
9/12/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2015,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
9/16/2015,0,0,0,1.4,0,0,0,0,0,0.18,0.05,0.05,0,0.01,0,0.77,0.07,0.09,0.25,0,0,0.01,0.09,0
9/17/2015,0.02,0.03,2.88,2.59,0.01,0,0.17,0.1,2.4,4.48,0.53,2.62,0.01,0.19,0.73,4.47,0,0.13,1.77,1.52,0.67,0.02,0.01,0.43
9/18/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/2015,0.51,0.07,2.96,0.05,0.01,0,0.25,1.3,0.88,1.49,0,0.14,0.08,0.01,0.03,0.43,0,0,0,2.41,0.6,0,0,2.23
9/20/2015,18.89,8.79,10.89,1.18,5.44,1.31,10.29,20.08,6.09,6.62,0.33,2.08,12.69,3.07,2.51,3.03,0.18,0.4,0.48,11.27,8.24,2.35,0.28,15.83
9/21/2015,8.65,3.58,12.53,3.02,3.6,1.46,2.85,9.16,3.63,7.05,0.07,1.5,7.16,0.74,0.48,4.76,0.54,0.1,0.79,10.43,2.3,1.26,0.22,8.05
9/22/2015,45.75,38.31,41.82,53.23,31.07,27.03,41.94,48.29,49.48,51.34,42.63,48.61,37.71,36.64,42.55,55.5,27.2,37.24,46.77,47.73,46.23,33.01,33.28,51.14
9/23/2015,0.02,0.06,6.57,11.37,0.04,0.17,0.3,0.16,4.73,8.42,5.24,6.58,0.01,0.7,2.36,9.91,0.63,2,9.44,3.26,1.22,0.25,0.85,0.7
9/24/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/2015,0,0.01,0,0.14,0.01,0.06,0.01,0,0.01,0.01,0.16,0.05,0,0.06,0.06,0.04,0.17,0.14,0.18,0,0.01,0.06,0.15,0
9/26/2015,0,0.13,0.01,0.26,0.12,0.4,0.08,0,0.09,0.03,1.95,0.36,0,0.98,0.86,0.11,1.65,2.88,0.81,0,0.21,0.75,2.66,0
9/27/2015,1.69,1.7,0.49,0.06,1.48,1.69,1.63,1.67,0.46,0.21,0.38,0.29,1.35,1.1,0.57,0.1,1.49,0.34,0.2,0.69,0.92,1.56,0.85,1.18
9/28/2015,0.57,1.22,0.12,0.01,1.14,1.69,1.05,0.52,0.18,0.05,0.42,0.17,0.52,1.44,0.64,0.02,1.83,1.39,0.1,0.13,0.56,1.77,1.82,0.3
9/29/2015,0.95,2.03,0.03,0.08,1.89,2.81,1.76,0.87,0.34,0.08,1.16,0.46,0.87,2.46,1.29,0.1,3.04,2.44,0.39,0.16,0.96,2.96,3.08,0.49
9/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
10/1/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/2015,0,0,0,0.19,0,0,0,0,0,0,0.02,0.01,0,0,0,0.02,0,0,0.09,0,0,0,0,0
10/5/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/6/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2015,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0.09,0.02,0,0,0,0.01,0.04,0
10/8/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/2015,0,0.01,0,0.69,0.01,0.02,0,0,0,0.01,0.09,0.01,0,0.04,0.03,0.06,0.03,0.09,0.38,0,0.01,0.04,0.06,0
10/14/2015,0.03,0.25,1.49,7.74,0.23,0.9,0.31,0.04,1.56,3.48,4.69,3.7,0.03,1.24,2.08,5.93,1.95,3.12,6.18,0.45,0.56,1,2.42,0.07
10/15/2015,1.59,1.41,1.14,0.31,1.52,0.7,1.23,1.39,1.45,1.07,0.23,1.04,1.72,0.62,0.73,0.73,0.09,0.14,0.43,1.34,1.18,0.67,0.11,1.16
10/16/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/18/2015,0.06,0.35,0,0.89,0.48,1.07,0.27,0.09,0,0,0,0,0.1,0.32,0,0.15,1.38,0.21,0.1,0,0,0.73,0.78,0
10/19/2015,0.43,0.87,0.24,8.37,0.57,1.13,1,0.38,1.4,1.22,9.68,4.31,0.35,2.92,4.28,3.76,3.48,7.3,9.81,0.32,1.51,2,5.23,0.45
10/20/2015,0,0.02,0,0.48,0.02,0.23,0.03,0,0,0,0.73,0.1,0,0.19,0.14,0.11,0.66,0.75,0.6,0,0.01,0.22,0.81,0
10/21/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2015,0.36,1.18,0,0.58,1.01,2.43,1.29,0.32,0.19,0.01,3.55,0.59,0.3,2.87,1.63,0.16,4.26,5.07,1.66,0.08,0.85,2.86,5.31,0.36
10/25/2015,2.52,2.54,1.83,8.19,2.87,2.58,2.3,2.22,3.3,3.23,7.83,5.21,3.16,2.82,4.62,5.09,4.28,5.57,8.61,1.99,2.84,2.56,4.37,1.91
10/26/2015,0.01,0.01,0.79,0.63,0.02,0.07,0.04,0.05,0.22,0.36,0.2,0.11,0.01,0.09,0.1,0.18,0.34,0.26,0.26,0.44,0.12,0.07,0.35,0.18
